id_berita,id_judul,teks_kalimat,id_kalimat,f1_lead,f2_judul_sim,f3_freq_word,f4_sim_sent,f5_len_norm,f6_overlap,Label_A1,Label_A2,Label_Final
001_beritabali,Boot PLN ring PKB Kaserbu Pengunjung,"Kawentenan PLN ring PKB 2025 mamargi rauh ring 19 Juli 2025, tur kaaptiang ring parikrama puniki satata sida mapikenoh becik ring utsaha ngalimbakang PLN ring pakraman krama Bali, sapisanan taler nincapang pikayunan kramane antuk kawentenan transisi energi sane dahat mabuat pisan ring ngutsahayang panglimbak jagat kapungkuran antuk lebih hijau lan berkelanjutan. ",19,1,1,1,1,0,0,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Pertamina Goes to Campus (PGTC) pacang mawali kamargiang, PT Pertamina (Persero) pacang nyarengin mahasiswa mawit saking makasami perguruan tinggi ring Indonesia.",0,1,1,1,1,1,1,1,1,1
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan"," Pacang kamargiang tatiga kompetisi utama, ring sajeroning nincapang kemampuan lan kreativitas ring inovasi energi berkelanjutan.  ",1,1,1,1,1,1,1,1,1,1
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","VP Corporate Communications PT Pertamina (Persero) Fadjar Djoko Santoso, Selasa (8/7), ngantenang, PGTC 2025 wantah pinaka genah ngelimbakang kawagedan para yowanane ring sajeroning ngupayang energi berkelanjutan lan kepemimpinan ring aab jagate pungkuran.",2,1,1,1,1,1,1,1,1,1
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Acara puniki taler satinut ring visi Asta Cita Presiden Prabowo Subianto, pamekasnyane ring aspek peningkatan kualitas sumber daya manusia, penguatan riset dan inovasi, saha hilirisasi industri energi nasional.  ",3,1,1,1,1,1,1,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Program puniki taler pinaka silih tunggil implementasi Program Strategis Nasional (PSN) dan Dual Growth Strategy Pertamina, sane ngimbangang pertumbuhan bisnis energi lan penciptaan nilai sosial malarapan antuk ngalimbakang kawagedan para yowanane.",4,1,1,1,1,1,0,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","""PGTC 2025 wantah cihna komitmen Pertamina ngardi ekosistem inovasi lan kepemimpinan muda ring Indonesia.",5,1,1,1,1,1,0,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Malarapan antuk tatiga kompetisi utama puniki, Pertaminan meled sida micayang galah majeng ring mahasiswa nguningayang sadagingin pikayunan becik, ngalimbakang riset, rauh ring mikamkamin panepas ring widang energi berkelanjutan. ",6,1,1,1,1,1,1,1,1,1
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Boya ja wantah berkompetisi, PGTC taler micayang tuntunan mangdane mahasiswa sida ngyihnayang angga ring tingkat global, "" atur Fajar.  ",7,1,1,1,1,1,0,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Dadudonan kakawitin antuk Kick Off PGTC 2025, sane kamargiang ring Kamis, 10 Juli 2025, antuk hybrid saking Jakarta.",8,1,0,1,1,1,1,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan",Parikrama PGTC 2025 puniki pacang kamargiang ngawit saking Juli rauh ring November 2025.  ,9,1,1,1,1,1,1,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Masiosan ring warsane sampun lintang, PGTC 2025 ngawentenang tatiga kompetisi utama inggih punika Energy Debate Championship (Debat Energi Nasional), Energynovation Ideas Competition (Lomba Karya Tulis Ilmiah/LKTI), Pertamuda Seed & Scale (Kompetisi Ide Bisnis Mahasiswa).  ",10,1,1,1,1,1,1,1,1,1
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan",Acara Kick-off pinaka pangawit pendaftaran kompetisi Energy Debate Championship lan Energynovation Ideas Competition.,11,1,0,1,1,1,0,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Siosan punika, Open Call Pertamuda Seed & Scale 2025 pacang kamargiang ngawit 16 Juli 2025, lan eedan kompetisi kamargiang rauh ring November 2025. ",12,1,0,1,1,1,1,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan",Tatiga kompetisi puniki sida kasarengin olih makasami mahasiswa D3 rauh ring S1 ring Indonesia. ,13,1,1,1,1,1,1,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Energy Debate Championship kamargiang ninutin format British Parliamentary mabasa Inggris, pinaka jalaran mengasah daya pikir kritis mahasiswa nampenin isu-isu ketahanan dan transisi energi.",14,1,1,1,1,1,1,1,1,1
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Selanturnyane, Energynovation Ideas Competition nudutin kontribusi lan inovatif mahasiswa majeng ring ngarepin aab mamargi kapungkuran.",15,1,1,1,1,1,1,1,1,1
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan",Sisosan punika ring Pertamuda Seed & Scale 2025 wantah pinaka genah kompetisi ide bisnis energi lan startup mahasiswa pinih limbak ring Indonesia.  ,16,1,1,1,1,1,1,1,1,1
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Sane ngamolihang jayanti ring suang-suang kompetisi pacang ngamolihang sertifikat nasional, hadiah jinah, lan program benchmark bisnis internasional ring duranagara, pinaka hadiah utama.",17,1,1,1,1,1,1,1,1,1
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan",PGTC wantah parikrama nyabran warsa ring Pertamina sane sampun sida ngawengkonin dasaan tali mahasiswa mawit saking makudang-kudang kampus ring Indonesia saha duranagara.,18,1,1,1,1,1,1,0,0,0
002_beritabali,"PGTC Ngawentenang Tatiga Kompetisi, Cihnan Nagingin Tantangan Energi Berkelanjutan","Ring 2024, PGTC kamargiang ring 16 kampus ring Indonesia lan asiki parikrama karombo sareng-sareng olih Perhimpunan Pelajar Indonesia (PPI) ring KBRI Singapura, antuk gebigan pamilet langkungan saking 21.000 mahasiswa.   ",19,1,1,1,1,1,1,0,0,0
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"Dewan Kerajinan Nasional Daerah (Dekranasda) Kota Denpasar sane kaenter antuk dane Ketua Dekranasda, Ny Sagung Antari Jaya Negara kasarengin antuk Wakil Ketua Dekranasda Kota Denpasar, Ny Ayu Kristi Arya Wibawa lan Wakil Ketua Harian Ny Ida Ayu Widnyani Wiradana ngarauhin ring acara Puncak Perayaan Hari Ulang Tahun (HUT) ke-45 Dewan Kerajinan Nasional (Dekranas), sane kamargiang ring BSSC Dome, Balikpapan, Kalimantan Timur, Rabu (9/7).",0,1,1,1,1,1,1,1,1,1
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"Acara sane ngunggahang patitis ""Perajin Berdaya Mendunia"" puniki kabungkah secara resmi olih Ketua Umum Dekranas Pusat, Selvi Gibran Rakabuming.",1,1,0,0,0,1,1,0,0,0
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"Ring daging atur dane, Selvi Gibran nugesang wantah dahat mabuat pisan sadagingin pamargi makasami angganing Dekranas, ngawit saking tingkat pusat, provinsi, rauh ring kabupaten/kota, mangdane satata ngamargiang tuntunan lan nyarengin ngarombo para perajin, utamannyane sane wawu ngawit tur durung ngalimbak ring pasar. ",2,1,1,1,1,1,1,1,1,1
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"""Dekranas boya ja wantah padreben pusat utawi provinsi kemanten, sakewanten nguwub makasami.",3,0,0,0,1,0,0,0,0,0
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,Koordinasi lan tuntunan patut kamargiang tur sida katampenin rauh ring perajin sane wawu-wawu tur durung madue pasar.,4,0,0,0,1,0,0,0,0,0
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"Punika sane patut kauratiang antuk becik, katuntun, tur karombo intensif,"" atur Selvi Gibran. ",5,1,1,1,1,1,1,1,1,1
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,Dane taler banget urati ring kapatutan perajin sane nyarengin pameran patutne sida ngalimbak.,6,1,1,1,1,1,1,1,1,1
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"""Sampunang sane nyarengin ring pameran wantah nika-nika kemanten.",7,0,0,0,1,0,0,0,0,0
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"Perajin sane wawu-wawu tur durung tatas antuk ngadol daging pakryannyane punika sane patut kautamayang kaicen galah, mangdane taler sida uning ring dampak ekonomi ring daging promosi puniki,"" dane ngawewehin.",8,1,1,1,1,1,1,1,1,1
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"Siosan punika, Selvi Gibran nugesang dahat mabuatnyane media sosial anggen pemasaran produk kerajinan, ninutin panglimbak era digitalisasi.",9,1,1,1,1,1,1,1,1,1
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"""Tuntunan majeng ring perajin, pamekasnyane ring desa-paradesa, patut ngicenin babuatan indik pamasaran inggian offline lan online, duaning punika pinaka jalaran sidane ngalimbak ring pasar,"" atur dane.",10,1,1,1,1,1,1,1,1,1
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,Dane taler ngawewehin akses majeng ring pemodalan taler patut kauratiang tur banget patut kautsahayang.,11,1,1,1,1,1,1,1,1,1
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,Salanturnyane Wakil Ketua Dekranasda Kota Denpasar Ny Ayu Kristi Arya Wibawa ring acara punika taler nlatarang Dekranasda Kota Denpasar sampun satata ngamargiang daging pawarah Ketua Umum Dekranas.,12,1,1,1,1,0,1,0,0,0
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"""Titiang satata nagingin tuntunan saha nyareringin pamekasnyane majeng ring perajin pemula lan pelaku Industri Kecil Menengah (IKM).",13,1,1,1,1,1,1,1,1,1
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional," Makasami taler sampun sida kafasilitasi antuk nyarengin pameran ring tingkat kota, provinsi, rauh ring nasional,"" sapunika atur dane.  ",14,1,1,1,1,1,1,1,1,1
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"Manut kadi dane, makudang-kudang upaya sampun kamargiang anggen nincapang daya saing produk lokal lan mendorong para perajin mangdane sida mautsaha ngaraga tur prasida rauh ring pasar global ring masane ngalantur.",15,1,1,1,1,1,1,0,0,0
003_beritabali,Dekranasda Kota Denpasar Sayaga Ngarombo Program Kemajuan Industri Kerajinan Nasional,"Pucak HUT ka ping-45 Dekranas puniki pinaka momentum ngiket sinergi pantaraning daerah, ngalimbakang jejaring promosi, lan nugesang komitmen Dekranasda sajeroning nincapang industri kerajinan nasional sida berkelanjutan saha berdaya saing tinggi.",16,1,1,1,1,0,1,0,0,0
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Wakil Wali Kota Denpasar, I Kadek Agus Arya Wibawa, mungkah acara Sarasehan sajeroning HUT ka ping-28 Perumda Air Minum Tirta Sewakadarma, sane kamargiang Selasa (8/7) ring Inna Bali Heritage Hotel Denpasar.",0,1,1,1,1,1,1,1,1,1
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Acara punika taler karauhin olih Ketua Komisi II DPRD Kota Denpasar Wayan Sutama, Pimpinan Ombudsman RI Perwakilan Bali, Sekda Kota Denpasar Ida Bagus Alit Wiradana, saha angganing pimpinan OPD Pemkot Denpasar.  ",1,1,0,0,1,1,1,0,0,0
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Ring sambrama wecanan dane, Wawali Arya Wibawa ngaturang panyuksemaning idep antuk sapangrauh krama pinaka pelanggan Perumda Air Minum Tirta Sewakadarma pinaka jalaran cihna transparansi lan komunikasi aktif.",2,1,1,1,1,0,1,0,0,0
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","""Ngangganing Pemerintah Kota Denpasar, titiang nunas agung pangampura majeng ring krama sareng sami pinaka pelanggan antuk kakirangan salami pamargi puniki.",3,0,0,0,1,0,0,0,0,0
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Indike puniki sampun dahat katyaksayang pisan antuk titiang sareng sami mangdane sida nincap kapungkur wekasan,"" atur dane.  ",4,0,0,0,1,0,0,0,0,0
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma",Ngelantur Wawali Arya Wibawa taler nguningayang Indeks Kepuasan Pelanggan (IKP) amangkinan sampun rauh ring 79 persen.,5,1,1,1,1,1,1,1,1,1
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Yadiastun durung majanten paripurna pisan, indike puniki sampun sida nyiriang yening imbangang ring warsane riinan sampun sida nincap saking angka 75 persen.",6,1,0,1,1,1,1,1,1,1
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Pangaptin dane, IKP sida malih katincapang rauh ring langkungan saking 80 persen ring masane nampek-nampek puniki.  ",7,1,1,1,1,1,1,1,1,1
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma",Titiang sareng sami misadya antuk satata mautsaha nincapang layanan air minum ring Kota Denpasar.,8,0,0,0,0,0,0,0,0,0
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma",Silih tunggil cihna utsaha sane nedeng kamargiag inggih punika ngilikitayang natasang genah sane sandang kapatutan kapicayang peningkatan pelayanan.  ,9,0,0,0,0,0,0,0,0,0
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","""Program puniki saha karombo olih K-Water Korea, sane dahat nyarengin pisan ring pengelolaan distribusi air mangdane sida efektif lan efisien.",10,1,1,1,1,1,1,1,1,1
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Kaaptiang, sadaging utsaha puniki sida magehang sostem layanan Perumda Tirta Sewakadarma ring sajeroning nagingin sakancan babuatan toya krama Kota Denpasar mangdane sida nguwub kramane sami tur sida werdi salantang pamargi,"" atur Arya Wibawa.",11,1,1,1,1,1,1,1,1,1
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Siosan punika, Direktur Utama Perumda Air Minum Tirta Sewakadarma, I Putu Yasa, nguningayang indik pamargin sarasehan lan temu pelanggan puniki matetujon nyikiang pakayunan angganing sami sane mapaiketan sajeroning ngemit lan ngawerdiang wit toyane madasar antuk Tri Hita Karana.",12,1,1,1,1,1,1,1,1,1
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","""Sakancan upaya ngawerdiang satata kamargiang, minakadi nanem wit taru ring sagenah wit toyane, mareresik, ngamargiang antuk pastika Rencana Pengamanan Air Minum manut kadi daging pawarah Kementerian PUPR,"" atur dane.",13,1,0,1,1,0,1,1,1,1
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Putu Yasa taler nguningayang, nganinin indik Indeks Kepuasan Pelanggan (IKP) mangkin sampun rauh ring angka 79 persen antuk kategori baik, kapastikayang antuk kualitas air sane sampun manut ring standar lan distribusi 24 jam.",14,0,0,1,1,1,0,0,0,0
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Sakewanten, taler satata wenten tantangan, utamannyane ring wit toyane sane sampun tamis-tamis nguredang imbangan ring kawigunan toyane sane sayan-sayan nincap.",15,0,0,0,1,0,1,0,0,0
004_beritabali,"Komitmen Tingkatkan Layanan Air Bersih, Arya Wibawa Mungkah Sarasehan HUT ka ping-28 Perumda Tirta Sewakadarma","Pinaka utsaha nincapang pengelolaan air minum, acara puniki taler kadaginin olih narawakya saking Universitas Udayana, Dinas Lingkungan Hidup Provinsi Bali, saha Dinas Kesehatan Kota Denpasar, pinaka jalaran ngalimbakang perspektif lan kolaborasi lintas sektor.",16,0,0,0,1,0,1,0,0,0
005_beritabali,Bupati Badung Ngimbau Krama Nenten Terprovokasi Ring Pidabdab Pembongkaran Bangunan Ring Sawidangan Genah Pantai Bingin,"Pantai Bingin wantah silih tunggil destinasi wisata sane pinih becik ring Bali sane sampun kasub antuk wawidangane sane dahat asri, pasir putih tur lembut, taler ombaknyane.",0,1,0,0,0,0,1,0,0,0
005_beritabali,Bupati Badung Ngimbau Krama Nenten Terprovokasi Ring Pidabdab Pembongkaran Bangunan Ring Sawidangan Genah Pantai Bingin,Pasisi sakadi puniki tan bida kadi suargan majeng ring peselancar saking dura nagara. ,1,1,0,0,0,0,0,0,0,0
005_beritabali,Bupati Badung Ngimbau Krama Nenten Terprovokasi Ring Pidabdab Pembongkaran Bangunan Ring Sawidangan Genah Pantai Bingin,"Sakewanten, matiosan pisan imbangang ring kaluwihan genahe, sane mangkin wenten pikobet ngawonang pamekasnyane indik makudang-kudang wangunan luwih ring salantang genah padruwen negara punika nenten polih izin resmi, nika makaawinan kadalih dados bangunan ilegal.  ",2,1,1,1,1,1,1,1,1,1
005_beritabali,Bupati Badung Ngimbau Krama Nenten Terprovokasi Ring Pidabdab Pembongkaran Bangunan Ring Sawidangan Genah Pantai Bingin,"Dewan Perwakilan Rakyat Daerah (DPRD) Provinsi Bali sampun banget nunasang Pemerintah Provinsi Bali mangdane digelis mamidanda majeng ring proyek pembangunan hotel padruwen PT Step Up Solusi Indonesia ring sawidangan genah Pantai Bingin, Pecatu, Kuta Selatan, Kabupaten Badung.",3,1,1,1,1,1,1,1,1,1
005_beritabali,Bupati Badung Ngimbau Krama Nenten Terprovokasi Ring Pidabdab Pembongkaran Bangunan Ring Sawidangan Genah Pantai Bingin,Proyek puniki katarka legal duaning katangun nanjek ring tanah negara tur nenten wenten dasar hukum sane sah.  ,4,1,1,1,1,1,1,1,1,1
005_beritabali,Bupati Badung Ngimbau Krama Nenten Terprovokasi Ring Pidabdab Pembongkaran Bangunan Ring Sawidangan Genah Pantai Bingin,"Manut kadi seseleh Satuan Polisi Pamong Praja (Satpol PP) Provinsi Bali lan Satpol PP Kabupaten Badung, kakeniang 45 wangunan usaha pariwisata ring sawidangan genah Pantai Bingin.",5,1,1,1,1,1,1,1,1,1
005_beritabali,Bupati Badung Ngimbau Krama Nenten Terprovokasi Ring Pidabdab Pembongkaran Bangunan Ring Sawidangan Genah Pantai Bingin,"Ring gebogan punika, 7 wangunan padruwen warga negara asing (WNA) makantenan sareng kramane pinaka penanggung jawab administrasi.",6,1,1,1,1,1,1,0,0,0
005_beritabali,Bupati Badung Ngimbau Krama Nenten Terprovokasi Ring Pidabdab Pembongkaran Bangunan Ring Sawidangan Genah Pantai Bingin,"WNA punika mawiwit saking Amerika Serikat, Tiongkok, Brasil, Prancis, lan Inggris.  ",7,1,1,1,1,1,1,0,0,0
005_beritabali,Bupati Badung Ngimbau Krama Nenten Terprovokasi Ring Pidabdab Pembongkaran Bangunan Ring Sawidangan Genah Pantai Bingin,"Ring sajeroning ngemit stabilitas keamanan lan kenyamanan kramane, Bupati Badung, I Wayan Adi Arnawa, S.H., ngimbau majeng ring kramane sami mangda degdeg tur nenten terprovokasi.",8,1,1,1,1,1,1,1,1,1
005_beritabali,Bupati Badung Ngimbau Krama Nenten Terprovokasi Ring Pidabdab Pembongkaran Bangunan Ring Sawidangan Genah Pantai Bingin,"""Titiang ngaptiang krama sareng sami mangdane ngemit katreptian mangda satata kondusif lan nenten malasana sane mapuara piwal ring hukum.",9,0,1,1,1,0,0,0,0,0
